"SUID","AverageShortestPathLength","BetweennessCentrality","Class","ClosenessCentrality","ClusteringCoefficient","Core","Degree","Eccentricity","Family","Genus","IsSingleNode","Kingdom","Locus","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","Ocurrence.y1","Ocurrence.y2","Ocurrence.y3","Order","PartnerOfMultiEdgedNodePairs","Phylum","Radiality","Relative.abundance.y1","Relative.abundance.y2","Relative.abundance.y3","selected","SelfLoops","shared name","size","Species","Stress","Taxonomy","TopologicalCoefficient","TotalOcurrence","TotalRelativeabundance"
"10716","2.37919463","2.6309E-4","c--Exobasidiomycetes","0.4203103","0.64761905","no","21","5","f--unclassified-Entylomatales","g--unclassified-Entylomatales","false","k--Fungi","Ftrad","Ftrad-Otu-00093","67.9047619","21","0","0.625","0.571428571","0.861111111","o--Entylomatales","0","p--Basidiomycota","0.8029722","2.23354E-4","1.93325E-4","0.00131379","false","0","Ftrad-Otu-00093","3223","s--Entylomatales-sp","1204","""k--Fungi(100);p--Basidiomycota(100);c--Exobasidiomycetes(100);o--Entylomatales(100);f--unclassified-Entylomatales(100);g--unclassified-Entylomatales(100);s--Entylomatales-sp(100);""","0.37310309","0.689320388","5.94273E-4"
"10718","2.48657718","3.376E-5","c--Oomycetes(100)","0.40215924","0.87","no","25","6","f--Pythiaceae(100)","g--Pythium(99)","false","k--Stramenopila(100)","Otrad","Otrad-Otu-00011","70.4","25","0","0.515625","0.442857143","0.555555556","o--Pythiales(100)","0","p--Oomycota(100)","0.78763183","0.016619593","0.001356879","0.037010745","false","0","Otrad-Otu-00011","29155","s--Pythium-sp(99)","152","""k--Stramenopila(100);p--Oomycota(100);c--Oomycetes(100);o--Pythiales(100);f--Pythiaceae(100);g--Pythium(99);s--Pythium-sp(99);""","0.45128205","0.504854369","0.018560239"
"10720","2.81543624","4.9862E-4","c--Actinobacteria","0.35518474","0.33333333","no","7","5","f--Nocardioidaceae","g--Nocardioides","false","k--Bacteria","BacV5","BacV5-Otu-000170","25.71428571","7","0","0.9375","0.742857143","0.944444444","o--Actinomycetales","0","p--Actinobacteria","0.74065197","6.7852E-4","4.32918E-4","6.72085E-4","false","0","BacV5-Otu-000170","1684","g--Nocardioides-unclassified","462","""k--Bacteria(100);p--Actinobacteria(100);c--Actinobacteria(100);o--Actinomycetales(100);f--Nocardioidaceae(100);g--Nocardioides(100);g--Nocardioides-unclassified(100);""","0.28100471","0.873786408","5.92814E-4"
"10721","2.50671141","7.2275E-4","c--Actinobacteria","0.39892905","0.67948718","no","13","6","f--Cellulomonadaceae","g--Cellulomonas","false","k--Bacteria","BacV5","BacV5-Otu-000187","56.38461538","13","0","0.625","0.642857143","0.861111111","o--Actinomycetales","0","p--Actinobacteria","0.78475551","4.09416E-4","2.34487E-4","7.90442E-4","false","0","BacV5-Otu-000187","1420","s--xylanilytica","1166","""k--Bacteria(100);p--Actinobacteria(100);c--Actinobacteria(100);o--Actinomycetales(100);f--Cellulomonadaceae(99);g--Cellulomonas(98);s--xylanilytica(63);""","0.36563437","0.713592233","4.83148E-4"
"10723","2.19798658","0.00108275","c--Actinobacteria","0.45496183","0.67878788","no","45","5","f--Microbacteriaceae","g--Frigoribacterium","false","k--Bacteria","BacV5","BacV5-Otu-000194","70.37777778","45","0","0.4375","0.771428571","0.472222222","o--Actinomycetales","0","p--Actinobacteria","0.82885906","3.65112E-4","0.001195225","2.2329E-4","false","0","BacV5-Otu-000194","1346","g--Frigoribacterium-unclassified","4816","""k--Bacteria(100);p--Actinobacteria(100);c--Actinobacteria(100);o--Actinomycetales(100);f--Microbacteriaceae(100);g--Frigoribacterium(77);g--Frigoribacterium-unclassified(77);""","0.33673578","0.563106796","5.9762E-4"
"10725","2.54697987","2.3554E-4","c--Actinobacteria","0.39262187","0.73626374","no","14","6","f--Nakamurellaceae","f--Nakamurellaceae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000161","46.07142857","14","0","0.875","0.8","0.972222222","o--Actinomycetales","0","p--Actinobacteria","0.77900288","5.02584E-4","5.63301E-4","9.22656E-4","false","0","BacV5-Otu-000161","1867","f--Nakamurellaceae-unclassified","598","""k--Bacteria(100);p--Actinobacteria(100);c--Actinobacteria(100);o--Actinomycetales(100);f--Nakamurellaceae(100);f--Nakamurellaceae-unclassified(99);f--Nakamurellaceae-unclassified(99);""","0.30714286","0.883495146","6.70037E-4"
"10726","2.24496644","0.0085771","c--Actinobacteria","0.44544096","0.42179487","yes","40","5","f--Micrococcaceae","g--Arthrobacter","false","k--Bacteria","BacV5","BacV5-Otu-000033","40.925","40","0","0.984375","0.985714286","1.0","o--Actinomycetales","0","p--Actinobacteria","0.82214765","0.002233046","0.005512602","0.005615863","false","0","BacV5-Otu-000033","13735","s--oryzae","16404","""k--Bacteria(100);p--Actinobacteria(100);c--Actinobacteria(100);o--Actinomycetales(100);f--Micrococcaceae(100);g--Arthrobacter(100);s--oryzae(100);""","0.204625","0.990291262","0.004529802"
"10728","2.27516779","0.00139883","c--Agaricomycetes","0.43952802","0.7254623","no","38","6","o--Agaricales-unclassified","o--Agaricales-unclassified","false","k--Fungi","Ftrad","Ftrad-Otu-00086","67.34210526","38","0","0.3125","0.385714286","0.027777778","o--Agaricales","0","p--Basidiomycota","0.81783317","5.77083E-4","0.001216262","7.31E-7","false","0","Ftrad-Otu-00086","3536","o--Agaricales-unclassified","3778","""k--Fungi(100);p--Basidiomycota(100);c--Agaricomycetes(100);o--Agaricales(100);o--Agaricales-unclassified(100);o--Agaricales-unclassified(100);o--Agaricales-unclassified(100);""","0.34011164","0.237864078","5.92836E-4"
"10730","2.31879195","7.8243E-4","c--Alphaproteobacteria","0.43125904","0.84475806","no","32","6","f--Aurantimonadaceae","f--Aurantimonadaceae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000086","74.3125","32","0","0.921875","0.671428571","0.555555556","o--Rhizobiales","0","p--Proteobacteria","0.81160115","0.003988196","0.001973561","4.87004E-4","false","0","BacV5-Otu-000086","4863","f--Aurantimonadaceae-unclassified","2040","""k--Bacteria(100);p--Proteobacteria(100);c--Alphaproteobacteria(100);o--Rhizobiales(100);f--Aurantimonadaceae(100);f--Aurantimonadaceae-unclassified(97);f--Aurantimonadaceae-unclassified(97);""","0.39111842","0.708737864","0.002079893"
"10731","1.96644295","0.01166821","k--Fungi-unclassified","0.50853242","0.61551606","no","77","5","k--Fungi-unclassified","k--Fungi-unclassified","false","k--Fungi","Ftrad","Ftrad-Otu-00353","67.79220779","77","0","0.125","0.157142857","0.347222222","k--Fungi-unclassified","0","k--Fungi-unclassified","0.86193672","4.91E-5","2.37E-5","1.15621E-4","false","0","Ftrad-Otu-00353","363","k--Fungi-unclassified","25460","""k--Fungi(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);""","0.28484121","0.213592233","6.37E-5"
"10733","2.26174497","0.00235711","c--Actinobacteria","0.4421365","0.59032717","no","38","6","f--Nocardioidaceae","g--Nocardioides","false","k--Bacteria","BacV5","BacV5-Otu-000090","55.97368421","38","0","0.921875","0.857142857","1.0","o--Actinomycetales","0","p--Actinobacteria","0.81975072","8.09228E-4","0.001708768","0.001697767","false","0","BacV5-Otu-000090","4412","g--Nocardioides-unclassified","7200","""k--Bacteria(100);p--Actinobacteria(100);c--Actinobacteria(100);o--Actinomycetales(100);f--Nocardioidaceae(100);g--Nocardioides(99);g--Nocardioides-unclassified(79);""","0.28269537","0.927184466","0.001425454"
"10735","1.90268456","0.01510533","c--Betaproteobacteria","0.52557319","0.56574074","yes","81","5","f--Oxalobacteraceae","f--Oxalobacteraceae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000004","65.85185185","81","0","1.0","0.985714286","1.0","o--Burkholderiales","0","p--Proteobacteria","0.87104506","0.043224127","0.038823534","0.113545544","false","0","BacV5-Otu-000004","207303","f--Oxalobacteraceae-unclassified","38130","""k--Bacteria(100);p--Proteobacteria(100);c--Betaproteobacteria(100);o--Burkholderiales(100);f--Oxalobacteraceae(100);f--Oxalobacteraceae-unclassified(72);f--Oxalobacteraceae-unclassified(72);""","0.260284","0.995145631","0.066307139"
"10736","1.89261745","0.00662287","c--Agaricomycetes","0.52836879","0.55773726","no","93","5","f--Psathyrellaceae","g--Coprinellus","false","k--Fungi","Ftrad","Ftrad-Otu-00330","66.70967742","93","0","0.359375","0.5","0.013888889","o--Agaricales","0","p--Basidiomycota","0.87248322","2.56502E-4","0.001784144","1.52E-7","false","0","Ftrad-Otu-00330","412","s--Coprinellus-verrucispermus","30106","""k--Fungi(100);p--Basidiomycota(100);c--Agaricomycetes(100);o--Agaricales(100);f--Psathyrellaceae(100);g--Coprinellus(100);s--Coprinellus-verrucispermus(100);""","0.27340032","0.286407767","6.86006E-4"
"10738","2.01342282","0.00314895","c--Bacilli","0.49666667","0.63828212","no","74","5","f--Bacillaceae","g--Bacillus","false","k--Bacteria","BacV5","BacV5-Otu-000006","67.62162162","74","0","0.65625","0.528571429","0.986111111","o--Bacillales","0","p--Firmicutes","0.85522531","0.038864447","0.005438825","0.086554751","false","0","BacV5-Otu-000006","128467","g--Bacillus-unclassified","13514","""k--Bacteria(100);p--Firmicutes(100);c--Bacilli(100);o--Bacillales(100);f--Bacillaceae(100);g--Bacillus(99);g--Bacillus-unclassified(88);""","0.29273429","0.72815534","0.044174682"
"10739","2.08724832","0.00190669","c--Betaproteobacteria","0.47909968","0.69798068","yes","68","6","f--Comamonadaceae","g--Variovorax","false","k--Bacteria","BacV5","BacV5-Otu-000010","69.41176471","68","0","1.0","1.0","0.986111111","o--Burkholderiales","0","p--Proteobacteria","0.84467881","0.045051559","0.033067396","0.01558242","false","0","BacV5-Otu-000010","71249","s--paradoxus","7246","""k--Bacteria(100);p--Proteobacteria(100);c--Betaproteobacteria(100);o--Burkholderiales(100);f--Comamonadaceae(100);g--Variovorax(63);s--paradoxus(58);""","0.31986988","0.995145631","0.030679377"
"10741","1.93959732","0.0056811","c--Microbotryomycetes","0.51557093","0.60887452","no","83","5","f--Ustilentylomataceae","g--Ustilentyloma","false","k--Fungi","Ftrad","Ftrad-Otu-00007","67.08433735","83","0","0.984375","0.971428571","0.847222222","o--Microbotryales","0","p--Basidiomycota","0.86577181","0.045695523","0.072874875","0.009702613","false","0","Ftrad-Otu-00007","188088","g--Ustilentyloma-unclassified","21506","""k--Fungi(100);p--Basidiomycota(100);c--Microbotryomycetes(100);o--Microbotryales(100);f--Ustilentylomataceae(100);g--Ustilentyloma(100);g--Ustilentyloma-unclassified(70);""","0.27720801","0.932038835","0.042351179"
"10743","1.98657718","0.00740046","c--Alphaproteobacteria","0.50337838","0.62370962","no","78","5","o--Rhizobiales-unclassified","o--Rhizobiales-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000115","65.71794872","78","0","0.875","0.785714286","0.986111111","o--Rhizobiales","0","p--Proteobacteria","0.8590604","5.96143E-4","5.75264E-4","0.001572625","false","0","BacV5-Otu-000115","2779","o--Rhizobiales-unclassified","20674","""k--Bacteria(100);p--Proteobacteria(100);c--Alphaproteobacteria(100);o--Rhizobiales(100);o--Rhizobiales-unclassified(86);o--Rhizobiales-unclassified(86);o--Rhizobiales-unclassified(86);""","0.27965085","0.883495146","9.30343E-4"
"10745","1.94966443","0.00655681","c--Alphaproteobacteria","0.51290878","0.58319328","no","85","5","f--Sphingomonadaceae","g--Sphingomonas","false","k--Bacteria","BacV5","BacV5-Otu-000225","66.24705882","85","0","0.6875","0.671428571","0.180555556","o--Sphingomonadales","0","p--Proteobacteria","0.86433365","6.65267E-4","6.13056E-4","4.54E-5","false","0","BacV5-Otu-000225","1068","g--Sphingomonas-unclassified","21902","""k--Bacteria(100);p--Proteobacteria(100);c--Alphaproteobacteria(100);o--Sphingomonadales(100);f--Sphingomonadaceae(100);g--Sphingomonas(100);g--Sphingomonas-unclassified(93);""","0.27952345","0.504854369","4.30857E-4"
"10746","2.19127517","0.00195467","c--Dothideomycetes","0.45635528","0.63671498","no","46","5","f--Cladosporiaceae","g--Cladosporium","false","k--Fungi","Ftrad","Ftrad-Otu-00080","64.84782609","46","0","0.671875","0.542857143","0.861111111","o--Capnodiales","0","p--Ascomycota","0.82981783","6.08944E-4","3.60135E-4","9.32289E-4","false","0","Ftrad-Otu-00080","4026","s--Cladosporium-aggregatocicatricatum","7114","""k--Fungi(100);p--Ascomycota(100);c--Dothideomycetes(100);o--Capnodiales(100);f--Cladosporiaceae(100);g--Cladosporium(100);s--Cladosporium-aggregatocicatricatum(100);""","0.3178815","0.694174757","6.37411E-4"
"10748","1.84563758","0.02861007","c--Actinobacteria","0.54181818","0.36837765","no","99","4","f--Microbacteriaceae","f--Microbacteriaceae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000191","52.74747475","99","0","0.1875","0.914285714","0.236111111","o--Actinomycetales","0","p--Actinobacteria","0.87919463","1.65347E-4","0.001387022","1.82258E-4","false","0","BacV5-Otu-000191","1372","f--Microbacteriaceae-unclassified","81856","""k--Bacteria(100);p--Actinobacteria(100);c--Actinobacteria(100);o--Actinomycetales(100);f--Microbacteriaceae(100);f--Microbacteriaceae-unclassified(89);f--Microbacteriaceae-unclassified(89);""","0.2109899","0.451456311","5.8639E-4"
"10749","2.50671141","4.149E-5","c--Sordariomycetes","0.39892905","0.78571429","no","8","5","f--Nectriaceae","g--Gibberella","false","k--Fungi","Ftrad","Ftrad-Otu-00112","68.125","8","0","0.5","0.442857143","0.611111111","o--Hypocreales","0","p--Ascomycota","0.78475551","3.69469E-4","2.69459E-4","8.07176E-4","false","0","Ftrad-Otu-00112","2397","s--Gibberella-intricans","240","""k--Fungi(100);p--Ascomycota(100);c--Sordariomycetes(100);o--Hypocreales(100);f--Nectriaceae(100);g--Gibberella(96);s--Gibberella-intricans(96);""","0.42313665","0.519417476","4.8847E-4"
"10751","2.06375839","0.00702002","c--Dothideomycetes","0.48455285","0.56848228","yes","62","5","f--Cladosporiaceae","g--Cladosporium","false","k--Fungi","Ftrad","Ftrad-Otu-00012","65.77419355","62","0","0.984375","0.985714286","1.0","o--Capnodiales","0","p--Ascomycota","0.84803452","0.014175676","0.013201675","0.029755538","false","0","Ftrad-Otu-00012","97867","g--Cladosporium-unclassified","19426","""k--Fungi(100);p--Ascomycota(100);c--Dothideomycetes(100);o--Capnodiales(100);f--Cladosporiaceae(100);g--Cladosporium(100);g--Cladosporium-unclassified(73);""","0.28848331","0.990291262","0.019290094"
"10753","1.91610738","0.00547724","c--Betaproteobacteria","0.52189142","0.61668172","no","82","5","f--Oxalobacteraceae","f--Oxalobacteraceae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000027","67.0","82","0","0.984375","0.9","1.0","o--Burkholderiales","0","p--Proteobacteria","0.86912752","0.002541831","0.002371438","0.010523153","false","0","BacV5-Otu-000027","17690","f--Oxalobacteraceae-unclassified","21988","""k--Bacteria(100);p--Proteobacteria(100);c--Betaproteobacteria(100);o--Burkholderiales(100);f--Oxalobacteraceae(100);f--Oxalobacteraceae-unclassified(59);f--Oxalobacteraceae-unclassified(59);""","0.268","0.961165049","0.005273519"
"10755","2.48993289","3.1638E-4","c--Actinobacteria","0.40161725","0.63736264","no","14","5","f--Kineosporiaceae","g--Kineococcus","false","k--Bacteria","BacV5","BacV5-Otu-000076","45.28571429","14","0","0.6875","0.7","0.916666667","o--Actinomycetales","0","p--Actinobacteria","0.78715244","5.19986E-4","8.8399E-4","0.003651039","false","0","BacV5-Otu-000076","5598","g--Kineococcus-unclassified","910","""k--Bacteria(100);p--Actinobacteria(100);c--Actinobacteria(100);o--Actinomycetales(100);f--Kineosporiaceae(100);g--Kineococcus(100);g--Kineococcus-unclassified(100);""","0.2761324","0.77184466","0.001738025"
"10757","2.05704698","0.0132447","c--Tremellomycetes","0.48613377","0.44235589","no","57","4","f--Bulleribasidiaceae","g--Vishniacozyma","false","k--Fungi","Ftrad","Ftrad-Otu-00071","45.14035088","57","0","0.78125","0.628571429","0.680555556","o--Tremellales","0","p--Basidiomycota","0.84899329","0.002985571","5.53022E-4","3.17218E-4","false","0","Ftrad-Otu-00071","4658","s--Vishniacozyma-sp","27962","""k--Fungi(100);p--Basidiomycota(100);c--Tremellomycetes(100);o--Tremellales(100);f--Bulleribasidiaceae(100);g--Vishniacozyma(100);s--Vishniacozyma-sp(100);""","0.19711944","0.694174757","0.001226348"
"10759","1.85234899","0.02511058","c--Alphaproteobacteria","0.53985507","0.39342105","no","96","4","f--Sphingomonadaceae","g--Sphingomonas","false","k--Bacteria","BacV5","BacV5-Otu-000343","54.6875","96","0","0.3125","0.671428571","0.208333333","o--Sphingomonadales","0","p--Proteobacteria","0.87823586","1.30269E-4","5.26926E-4","8.19E-5","false","0","BacV5-Otu-000343","626","g--Sphingomonas-unclassified","73066","""k--Bacteria(100);p--Proteobacteria(100);c--Alphaproteobacteria(100);o--Sphingomonadales(100);f--Sphingomonadaceae(100);g--Sphingomonas(94);g--Sphingomonas-unclassified(86);""","0.21787849","0.398058252","2.48135E-4"
"10761","2.48993289","0.00183089","c--Mortierellomycetes","0.40161725","0.45833333","no","16","5","f--Mortierellaceae","g--Mortierella","false","k--Fungi","Ftrad","Ftrad-Otu-00076","36.5625","16","0","0.703125","0.742857143","0.486111111","o--Mortierellales","0","p--Mortierellomycota","0.78715244","0.00104337","0.005031421","0.001051285","false","0","Ftrad-Otu-00076","4354","s--Mortierella-elongata","2966","""k--Fungi(100);p--Mortierellomycota(100);c--Mortierellomycetes(100);o--Mortierellales(100);f--Mortierellaceae(100);g--Mortierella(100);s--Mortierella-elongata(95);""","0.22569444","0.640776699","0.002401299"
"10762","2.26845638","0.00706072","c--Microbotryomycetes","0.4408284","0.67015099","no","42","5","f--Sporidiobolaceae","g--Sporidiobolus","false","k--Fungi","Ftrad","Ftrad-Otu-00043","67.4047619","42","0","0.453125","0.628571429","0.888888889","o--Sporidiobolales","0","p--Basidiomycota","0.81879195","3.3775E-4","0.00205263","0.002997026","false","0","Ftrad-Otu-00043","11142","s--Sporidiobolus-metaroseus","15024","""k--Fungi(100);p--Basidiomycota(100);c--Microbotryomycetes(100);o--Sporidiobolales(100);f--Sporidiobolaceae(100);g--Sporidiobolus(99);s--Sporidiobolus-metaroseus(99);""","0.35463659","0.665048544","0.001849932"
"10764","1.89932886","0.00739758","k--Bacteria-unclassified","0.52650177","0.57124617","no","89","5","k--Bacteria-unclassified","k--Bacteria-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000159","66.53932584","89","0","0.75","0.9","0.347222222","k--Bacteria-unclassified","0","k--Bacteria-unclassified","0.87152445","8.90374E-4","0.001903386","3.0209E-4","false","0","BacV5-Otu-000159","1906","k--Bacteria-unclassified","26902","""k--Bacteria(100);k--Bacteria-unclassified(90);k--Bacteria-unclassified(90);k--Bacteria-unclassified(90);k--Bacteria-unclassified(90);k--Bacteria-unclassified(90);k--Bacteria-unclassified(90);""","0.27048506","0.660194175","0.001028988"
"10766","2.0704698","0.00569004","c--Bacilli","0.48298217","0.66442308","no","65","5","f--Staphylococcaceae","g--Staphylococcus","false","k--Bacteria","BacV5","BacV5-Otu-000261","68.27692308","65","0","0.515625","0.371428571","0.972222222","o--Bacillales","0","p--Firmicutes","0.84707574","1.44944E-4","8.15E-5","7.60073E-4","false","0","BacV5-Otu-000261","916","g--Staphylococcus-unclassified","12706","""k--Bacteria(100);p--Firmicutes(100);c--Bacilli(100);o--Bacillales(100);f--Staphylococcaceae(100);g--Staphylococcus(100);g--Staphylococcus-unclassified(70);""","0.31034965","0.626213592","3.38371E-4"
"10767","1.85234899","0.01136274","c--Alphaproteobacteria","0.53985507","0.5160951","no","98","5","f--Sphingomonadaceae","g--Sphingomonas","false","k--Bacteria","BacV5","BacV5-Otu-000196","65.17346939","98","0","0.625","0.8","0.333333333","o--Sphingomonadales","0","p--Proteobacteria","0.87823586","4.76227E-4","0.00105232","1.48782E-4","false","0","BacV5-Otu-000196","1345","s--asaccharolytica","43560","""k--Bacteria(100);p--Proteobacteria(100);c--Alphaproteobacteria(100);o--Sphingomonadales(100);f--Sphingomonadaceae(100);g--Sphingomonas(100);s--asaccharolytica(66);""","0.25862488","0.582524272","5.5754E-4"
"10769","2.24161074","0.00982129","k--Fungi-unclassified","0.44610778","0.45877378","no","44","5","k--Fungi-unclassified","k--Fungi-unclassified","false","k--Fungi","Ftrad","Ftrad-Otu-00029","41.40909091","44","0","0.828125","0.757142857","0.680555556","k--Fungi-unclassified","0","k--Fungi-unclassified","0.82262704","0.006254847","0.0042281","0.001493757","false","0","Ftrad-Otu-00029","24221","k--Fungi-unclassified","16460","""k--Fungi(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);k--Fungi-unclassified(100);""","0.20704545","0.752427184","0.003902076"
"10771","1.94630872","0.01854463","c--Alphaproteobacteria","0.5137931","0.45696203","no","80","5","f--Sphingomonadaceae","g--Sphingomonas","false","k--Bacteria","BacV5","BacV5-Otu-000206","58.4125","80","0","0.453125","0.714285714","0.347222222","o--Sphingomonadales","0","p--Proteobacteria","0.86481304","2.47732E-4","0.001000536","2.31848E-4","false","0","BacV5-Otu-000206","1219","g--Sphingomonas-unclassified","45434","""k--Bacteria(100);p--Proteobacteria(100);c--Alphaproteobacteria(100);o--Sphingomonadales(100);f--Sphingomonadaceae(100);g--Sphingomonas(100);g--Sphingomonas-unclassified(100);""","0.24338542","0.504854369","4.97987E-4"
"10772","2.10402685","0.01357713","c--Leotiomycetes","0.47527911","0.41666667","no","49","5","o--Thelebolales-unclassified","o--Thelebolales-unclassified","false","k--Fungi","Ftrad","Ftrad-Otu-00096","41.65306122","49","0","0.578125","0.314285714","0.263888889","o--Thelebolales","0","p--Ascomycota","0.84228188","0.002423707","2.1227E-4","3.1887E-4","false","0","Ftrad-Otu-00096","3003","o--Thelebolales-unclassified","23510","""k--Fungi(100);p--Ascomycota(100);c--Leotiomycetes(100);o--Thelebolales(100);o--Thelebolales-unclassified(98);o--Thelebolales-unclassified(98);o--Thelebolales-unclassified(98);""","0.18512472","0.378640777","9.36577E-4"
"10774","2.04026846","0.02324374","c--Thermoleophilia","0.49013158","0.53025794","no","64","5","f--Solirubrobacteraceae","f--Solirubrobacteraceae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000059","61.578125","64","0","1.0","0.914285714","1.0","o--Solirubrobacterales","0","p--Actinobacteria","0.85139022","0.002010806","0.001176001","0.00420339","false","0","BacV5-Otu-000059","7353","f--Solirubrobacteraceae-unclassified","55706","""k--Bacteria(100);p--Actinobacteria(100);c--Thermoleophilia(100);o--Solirubrobacterales(100);f--Solirubrobacteraceae(62);f--Solirubrobacteraceae-unclassified(62);f--Solirubrobacteraceae-unclassified(62);""","0.2642838","0.970873786","0.002493474"
"10776","2.38926174","0.01373554","c--Dothideomycetes","0.41853933","0.67588933","no","23","5","f--Aureobasidiaceae","g--Aureobasidium","false","k--Fungi","Ftrad","Ftrad-Otu-00130","56.30434783","23","0","0.625","0.514285714","0.75","o--Dothideales","0","p--Ascomycota","0.80153404","4.8252E-4","2.32753E-4","4.07658E-4","false","0","Ftrad-Otu-00130","1954","s--Aureobasidium-melanogenum","32632","""k--Fungi(100);p--Ascomycota(100);c--Dothideomycetes(100);o--Dothideales(100);f--Aureobasidiaceae(98);g--Aureobasidium(98);s--Aureobasidium-melanogenum(87);""","0.32149068","0.631067961","3.71482E-4"
"10777","2.03691275","0.00692824","c--Bacilli","0.49093904","0.61284487","no","67","5","f--Bacillaceae","g--Bacillus","false","k--Bacteria","BacV5","BacV5-Otu-000101","70.02985075","67","0","0.90625","0.785714286","0.986111111","o--Bacillales","0","p--Firmicutes","0.85186961","6.65134E-4","4.83112E-4","0.002205199","false","0","BacV5-Otu-000101","3561","g--Bacillus-unclassified","20970","""k--Bacteria(100);p--Firmicutes(100);c--Bacilli(100);o--Bacillales(100);f--Bacillaceae(100);g--Bacillus(100);g--Bacillus-unclassified(100);""","0.30580721","0.893203883","0.001141557"
"10780","2.6442953","2.8274E-4","c--Alphaproteobacteria","0.37817259","0.26666667","no","6","5","f--Bradyrhizobiaceae","f--Bradyrhizobiaceae-unclassified","false","k--Bacteria","BacV5","BacV5-Otu-000116","32.5","6","0","0.921875","0.814285714","0.916666667","o--Rhizobiales","0","p--Proteobacteria","0.76510067","6.59566E-4","7.28218E-4","0.001224968","false","0","BacV5-Otu-000116","2735","f--Bradyrhizobiaceae-unclassified","380","""k--Bacteria(100);p--Proteobacteria(100);c--Alphaproteobacteria(100);o--Rhizobiales(100);f--Bradyrhizobiaceae(100);f--Bradyrhizobiaceae-unclassified(56);f--Bradyrhizobiaceae-unclassified(56);""","0.24935401","0.883495146","8.80511E-4"
"10781","2.15100671","0.00540083","c--Microbotryomycetes","0.4648986","0.55496829","no","44","5","f--Leucosporidiaceae","g--Leucosporidium","false","k--Fungi","Ftrad","Ftrad-Otu-00059","52.54545455","44","0","0.390625","0.185714286","0.625","o--Leucosporidiales","0","p--Basidiomycota","0.83557047","3.47915E-4","7.87E-5","0.002405437","false","0","Ftrad-Otu-00059","5899","g--Leucosporidium-unclassified","10116","""k--Fungi(100);p--Basidiomycota(100);c--Microbotryomycetes(100);o--Leucosporidiales(100);f--Leucosporidiaceae(100);g--Leucosporidium(100);g--Leucosporidium-unclassified(100);""","0.24316077","0.402912621","9.75581E-4"
"10783","1.87248322","0.01169232","c--Microbotryomycetes","0.53405018","0.53486842","no","96","5","f--Sporidiobolaceae","g--Rhodotorula","false","k--Fungi","Ftrad","Ftrad-Otu-00008","63.70833333","96","0","0.265625","0.057142857","0.736111111","o--Sporidiobolales","0","p--Basidiomycota","0.87535954","0.035382163","0.008484517","0.037587226","false","0","Ftrad-Otu-00008","180623","s--Rhodotorula-kratochvilovae","38400","""k--Fungi(100);p--Basidiomycota(100);c--Microbotryomycetes(100);o--Sporidiobolales(100);f--Sporidiobolaceae(100);g--Rhodotorula(100);s--Rhodotorula-kratochvilovae(100);""","0.25792848","0.359223301","0.027012888"
