BacV5_Otu_	Size	Taxonomy	k	p	c	o	f	g	s
BacV5_Otu_001627	79	k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(100);o__Myxococcales(100);f__Polyangiaceae(100);f__Polyangiaceae_unclassified(92);f__Polyangiaceae_unclassified(92);	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Polyangiaceae	f__Polyangiaceae_unclassified	f__Polyangiaceae_unclassified
BacV5_Otu_001628	79	k__Bacteria(100);p__Proteobacteria(66);c__Gammaproteobacteria(65);o__Xanthomonadales(64);f__Xanthomonadaceae(64);f__Xanthomonadaceae_unclassified(64);f__Xanthomonadaceae_unclassified(64);	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	f__Xanthomonadaceae_unclassified	f__Xanthomonadaceae_unclassified
BacV5_Otu_001629	79	k__Bacteria(100);k__Bacteria_unclassified(76);k__Bacteria_unclassified(76);k__Bacteria_unclassified(76);k__Bacteria_unclassified(76);k__Bacteria_unclassified(76);k__Bacteria_unclassified(76);	k__Bacteria	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified
BacV5_Otu_001630	79	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Microbacteriaceae(100);g__Microbacterium(99);s__aurum(70);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	g__Microbacterium	s__aurum
BacV5_Otu_001631	79	k__Bacteria(100);p__Acidobacteria(100);c__Solibacteres(100);o__Solibacterales(100);f__Solibacteraceae(100);g__Candidatus_Solibacter(100);g__Candidatus_Solibacter_unclassified(100);	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__Solibacteraceae	g__Candidatus_Solibacter	g__Candidatus_Solibacter_unclassified
BacV5_Otu_001632	79	k__Bacteria(100);p__Acidobacteria(100);c__Solibacteres(100);o__Solibacterales(100);f__[Bryobacteraceae](99);f__[Bryobacteraceae]_unclassified(99);f__[Bryobacteraceae]_unclassified(99);	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__[Bryobacteraceae]	f__[Bryobacteraceae]_unclassified	f__[Bryobacteraceae]_unclassified
BacV5_Otu_001633	79	k__Bacteria(100);p__Actinobacteria(100);c__Acidimicrobiia(100);o__Acidimicrobiales(100);f__EB1017(100);f__EB1017_unclassified(100);f__EB1017_unclassified(100);	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__EB1017	f__EB1017_unclassified	f__EB1017_unclassified
BacV5_Otu_001635	79	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Xanthobacteraceae(100);g__Xanthobacter(87);g__Xanthobacter_unclassified(87);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Xanthobacter	g__Xanthobacter_unclassified
BacV5_Otu_001636	79	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Caulobacterales(100);f__Caulobacteraceae(100);g__Caulobacter(100);s__henricii(100);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Caulobacter	s__henricii
BacV5_Otu_001637	78	k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(100);o__Myxococcales(99);f__Cystobacteraceae(61);f__Cystobacteraceae_unclassified(57);f__Cystobacteraceae_unclassified(57);	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Cystobacteraceae	f__Cystobacteraceae_unclassified	f__Cystobacteraceae_unclassified
BacV5_Otu_001638	78	k__Bacteria(100);p__Firmicutes(100);c__Bacilli(100);o__Bacillales(100);f__Paenibacillaceae(100);g__Paenibacillus(100);g__Paenibacillus_unclassified(100);	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	g__Paenibacillus_unclassified
BacV5_Otu_001639	78	k__Bacteria(100);p__Firmicutes(100);c__Clostridia(100);o__Clostridiales(100);f__Peptostreptococcaceae(100);f__Peptostreptococcaceae_unclassified(100);f__Peptostreptococcaceae_unclassified(100);	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptostreptococcaceae	f__Peptostreptococcaceae_unclassified	f__Peptostreptococcaceae_unclassified
BacV5_Otu_001640	78	k__Bacteria(100);p__Firmicutes(100);c__Bacilli(100);o__Bacillales(100);f__Paenibacillaceae(100);g__Paenibacillus(100);s__chondroitinus(80);	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	s__chondroitinus
BacV5_Otu_001641	78	k__Bacteria(100);p__Bacteroidetes(100);c__Flavobacteriia(100);o__Flavobacteriales(100);f__Flavobacteriaceae(100);g__Flavobacterium(100);s__succinicans(100);	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__succinicans
BacV5_Otu_001642	78	k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(97);o__Xanthomonadales(97);f__Sinobacteraceae(94);f__Sinobacteraceae_unclassified(94);f__Sinobacteraceae_unclassified(94);	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	f__Sinobacteraceae_unclassified	f__Sinobacteraceae_unclassified
BacV5_Otu_001643	78	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Hyphomicrobiaceae(100);g__Hyphomicrobium(83);g__Hyphomicrobium_unclassified(83);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium	g__Hyphomicrobium_unclassified
BacV5_Otu_001645	78	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Comamonadaceae(100);f__Comamonadaceae_unclassified(93);f__Comamonadaceae_unclassified(93);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	f__Comamonadaceae_unclassified	f__Comamonadaceae_unclassified
BacV5_Otu_001646	78	k__Bacteria(100);k__Bacteria_unclassified(94);k__Bacteria_unclassified(94);k__Bacteria_unclassified(94);k__Bacteria_unclassified(94);k__Bacteria_unclassified(94);k__Bacteria_unclassified(94);	k__Bacteria	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified
BacV5_Otu_001647	78	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);c__Alphaproteobacteria_unclassified(86);c__Alphaproteobacteria_unclassified(86);c__Alphaproteobacteria_unclassified(86);c__Alphaproteobacteria_unclassified(86);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	c__Alphaproteobacteria_unclassified	c__Alphaproteobacteria_unclassified	c__Alphaproteobacteria_unclassified	c__Alphaproteobacteria_unclassified
BacV5_Otu_001648	78	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(100);s__asaccharolytica(99);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__asaccharolytica
BacV5_Otu_001649	78	k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(95);c__Deltaproteobacteria_unclassified(54);c__Deltaproteobacteria_unclassified(54);c__Deltaproteobacteria_unclassified(54);c__Deltaproteobacteria_unclassified(54);	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	c__Deltaproteobacteria_unclassified	c__Deltaproteobacteria_unclassified	c__Deltaproteobacteria_unclassified	c__Deltaproteobacteria_unclassified
BacV5_Otu_001650	77	k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(100);o__Xanthomonadales(100);f__Xanthomonadaceae(100);g__Stenotrophomonas(86);s__acidaminiphila(82);	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__acidaminiphila
BacV5_Otu_001651	77	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Novosphingobium(90);g__Novosphingobium_unclassified(90);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	g__Novosphingobium_unclassified
BacV5_Otu_001652	77	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhodospirillales(99);f__Rhodospirillaceae(99);f__Rhodospirillaceae_unclassified(99);f__Rhodospirillaceae_unclassified(99);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	f__Rhodospirillaceae_unclassified	f__Rhodospirillaceae_unclassified
BacV5_Otu_001653	77	k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(100);o__Syntrophobacterales(100);f__Syntrophobacteraceae(100);f__Syntrophobacteraceae_unclassified(100);f__Syntrophobacteraceae_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophobacteraceae	f__Syntrophobacteraceae_unclassified	f__Syntrophobacteraceae_unclassified
BacV5_Otu_001654	77	k__Bacteria(100);p__Firmicutes(100);c__Bacilli(100);o__Bacillales(100);f__Paenibacillaceae(100);f__Paenibacillaceae_unclassified(99);f__Paenibacillaceae_unclassified(99);	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	f__Paenibacillaceae_unclassified	f__Paenibacillaceae_unclassified
BacV5_Otu_001655	77	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Hyphomicrobiaceae(98);g__Devosia(98);g__Devosia_unclassified(98);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Devosia	g__Devosia_unclassified
BacV5_Otu_001656	77	k__Bacteria(100);p__Actinobacteria(100);c__Thermoleophilia(100);o__Gaiellales(100);f__Gaiellaceae(100);f__Gaiellaceae_unclassified(100);f__Gaiellaceae_unclassified(100);	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	f__Gaiellaceae_unclassified	f__Gaiellaceae_unclassified
BacV5_Otu_001657	77	k__Bacteria(100);p__Planctomycetes(100);c__vadinHA49(100);o__p04_C01(100);o__p04_C01_unclassified(100);o__p04_C01_unclassified(100);o__p04_C01_unclassified(100);	k__Bacteria	p__Planctomycetes	c__vadinHA49	o__p04_C01	o__p04_C01_unclassified	o__p04_C01_unclassified	o__p04_C01_unclassified
BacV5_Otu_001658	77	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Oxalobacteraceae(100);f__Oxalobacteraceae_unclassified(64);f__Oxalobacteraceae_unclassified(64);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	f__Oxalobacteraceae_unclassified	f__Oxalobacteraceae_unclassified
BacV5_Otu_001659	77	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(100);s__echinoides(52);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__echinoides
BacV5_Otu_001660	77	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Geodermatophilaceae(100);g__Geodermatophilus(93);s__obscurus(93);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Geodermatophilaceae	g__Geodermatophilus	s__obscurus
BacV5_Otu_001661	77	k__Bacteria(100);p__Firmicutes(100);c__Bacilli(100);o__Bacillales(100);f__Paenibacillaceae(100);g__Paenibacillus(100);g__Paenibacillus_unclassified(100);	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	g__Paenibacillus_unclassified
BacV5_Otu_001662	77	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Nocardioidaceae(100);g__Nocardioides(99);s__jensenii(94);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardioidaceae	g__Nocardioides	s__jensenii
BacV5_Otu_001663	77	k__Bacteria(100);k__Bacteria_unclassified(72);k__Bacteria_unclassified(72);k__Bacteria_unclassified(72);k__Bacteria_unclassified(72);k__Bacteria_unclassified(72);k__Bacteria_unclassified(72);	k__Bacteria	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified
BacV5_Otu_001664	77	k__Bacteria(100);p__Gemmatimonadetes(100);c__Gemm-1(100);c__Gemm-1_unclassified(100);c__Gemm-1_unclassified(100);c__Gemm-1_unclassified(100);c__Gemm-1_unclassified(100);	k__Bacteria	p__Gemmatimonadetes	c__Gemm-1	c__Gemm-1_unclassified	c__Gemm-1_unclassified	c__Gemm-1_unclassified	c__Gemm-1_unclassified
BacV5_Otu_001666	77	k__Bacteria(100);p__Firmicutes(100);c__Bacilli(100);o__Bacillales(100);f__Paenibacillaceae(100);g__Paenibacillus(100);g__Paenibacillus_unclassified(100);	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	g__Paenibacillus_unclassified
BacV5_Otu_001667	77	k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(100);c__Gammaproteobacteria_unclassified(78);c__Gammaproteobacteria_unclassified(78);c__Gammaproteobacteria_unclassified(78);c__Gammaproteobacteria_unclassified(78);	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	c__Gammaproteobacteria_unclassified	c__Gammaproteobacteria_unclassified	c__Gammaproteobacteria_unclassified	c__Gammaproteobacteria_unclassified
BacV5_Otu_001668	76	k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(100);o__Aeromonadales(100);f__Aeromonadaceae(100);g__Aeromonas(100);s__hydrophila(75);	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Aeromonadales	f__Aeromonadaceae	g__Aeromonas	s__hydrophila
BacV5_Otu_001669	76	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Rhodocyclales(100);f__Rhodocyclaceae(100);f__Rhodocyclaceae_unclassified(70);f__Rhodocyclaceae_unclassified(70);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	f__Rhodocyclaceae_unclassified	f__Rhodocyclaceae_unclassified
BacV5_Otu_001670	76	k__Bacteria(100);p__Proteobacteria(99);c__Betaproteobacteria(99);o__Burkholderiales(98);f__Comamonadaceae(94);f__Comamonadaceae_unclassified(57);f__Comamonadaceae_unclassified(57);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	f__Comamonadaceae_unclassified	f__Comamonadaceae_unclassified
BacV5_Otu_001671	76	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(77);f__Sphingomonadaceae(65);f__Sphingomonadaceae_unclassified(65);f__Sphingomonadaceae_unclassified(65);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	f__Sphingomonadaceae_unclassified	f__Sphingomonadaceae_unclassified
BacV5_Otu_001672	76	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(97);f__Comamonadaceae(95);f__Comamonadaceae_unclassified(89);f__Comamonadaceae_unclassified(89);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	f__Comamonadaceae_unclassified	f__Comamonadaceae_unclassified
BacV5_Otu_001673	76	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Microbacteriaceae(100);g__Microbacterium(97);g__Microbacterium_unclassified(97);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	g__Microbacterium	g__Microbacterium_unclassified
BacV5_Otu_001674	76	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);o__Actinomycetales_unclassified(100);o__Actinomycetales_unclassified(100);o__Actinomycetales_unclassified(100);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	o__Actinomycetales_unclassified	o__Actinomycetales_unclassified	o__Actinomycetales_unclassified
BacV5_Otu_001675	76	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);c__Alphaproteobacteria_unclassified(58);c__Alphaproteobacteria_unclassified(58);c__Alphaproteobacteria_unclassified(58);c__Alphaproteobacteria_unclassified(58);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	c__Alphaproteobacteria_unclassified	c__Alphaproteobacteria_unclassified	c__Alphaproteobacteria_unclassified	c__Alphaproteobacteria_unclassified
BacV5_Otu_001676	76	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Microbacteriaceae(100);f__Microbacteriaceae_unclassified(91);f__Microbacteriaceae_unclassified(91);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	f__Microbacteriaceae_unclassified	f__Microbacteriaceae_unclassified
BacV5_Otu_001677	76	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhodospirillales(100);f__Rhodospirillaceae(100);f__Rhodospirillaceae_unclassified(100);f__Rhodospirillaceae_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	f__Rhodospirillaceae_unclassified	f__Rhodospirillaceae_unclassified
BacV5_Otu_001679	76	k__Bacteria(100);p__Actinobacteria(100);c__Thermoleophilia(100);o__Gaiellales(100);f__Gaiellaceae(100);f__Gaiellaceae_unclassified(100);f__Gaiellaceae_unclassified(100);	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	f__Gaiellaceae_unclassified	f__Gaiellaceae_unclassified
BacV5_Otu_001680	76	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhodospirillales(100);f__Acetobacteraceae(100);f__Acetobacteraceae_unclassified(86);f__Acetobacteraceae_unclassified(86);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	f__Acetobacteraceae_unclassified	f__Acetobacteraceae_unclassified
BacV5_Otu_001681	76	k__Bacteria(100);p__Verrucomicrobia(100);c__[Pedosphaerae](100);o__[Pedosphaerales](100);o__[Pedosphaerales]_unclassified(99);o__[Pedosphaerales]_unclassified(99);o__[Pedosphaerales]_unclassified(99);	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	o__[Pedosphaerales]_unclassified	o__[Pedosphaerales]_unclassified	o__[Pedosphaerales]_unclassified
BacV5_Otu_001682	76	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(72);f__Sphingomonadaceae(66);g__Sphingomonas(64);g__Sphingomonas_unclassified(57);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	g__Sphingomonas_unclassified
BacV5_Otu_001684	76	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Oxalobacteraceae(100);f__Oxalobacteraceae_unclassified(86);f__Oxalobacteraceae_unclassified(86);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	f__Oxalobacteraceae_unclassified	f__Oxalobacteraceae_unclassified
BacV5_Otu_001685	75	k__Bacteria(100);p__Firmicutes(100);c__Bacilli(100);o__Bacillales(100);f__Paenibacillaceae(100);g__Paenibacillus(100);g__Paenibacillus_unclassified(100);	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	g__Paenibacillus_unclassified
BacV5_Otu_001686	75	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Micromonosporaceae(99);f__Micromonosporaceae_unclassified(54);f__Micromonosporaceae_unclassified(54);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micromonosporaceae	f__Micromonosporaceae_unclassified	f__Micromonosporaceae_unclassified
BacV5_Otu_001687	75	k__Bacteria(100);p__Gemmatimonadetes(100);c__Gemmatimonadetes(90);c__Gemmatimonadetes_unclassified(86);c__Gemmatimonadetes_unclassified(86);c__Gemmatimonadetes_unclassified(86);c__Gemmatimonadetes_unclassified(86);	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	c__Gemmatimonadetes_unclassified	c__Gemmatimonadetes_unclassified	c__Gemmatimonadetes_unclassified	c__Gemmatimonadetes_unclassified
BacV5_Otu_001689	75	k__Bacteria(100);k__Bacteria_unclassified(87);k__Bacteria_unclassified(87);k__Bacteria_unclassified(87);k__Bacteria_unclassified(87);k__Bacteria_unclassified(87);k__Bacteria_unclassified(87);	k__Bacteria	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified
BacV5_Otu_001690	75	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(100);s__wittichii(100);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__wittichii
BacV5_Otu_001691	75	k__Bacteria(100);p__Proteobacteria(86);c__Alphaproteobacteria(84);o__Sphingomonadales(74);f__Sphingomonadaceae(68);g__Sphingomonas(68);g__Sphingomonas_unclassified(68);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	g__Sphingomonas_unclassified
BacV5_Otu_001692	75	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__IS-44(100);o__IS-44_unclassified(100);o__IS-44_unclassified(100);o__IS-44_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__IS-44	o__IS-44_unclassified	o__IS-44_unclassified	o__IS-44_unclassified
BacV5_Otu_001693	75	k__Bacteria(100);k__Bacteria_unclassified(95);k__Bacteria_unclassified(95);k__Bacteria_unclassified(95);k__Bacteria_unclassified(95);k__Bacteria_unclassified(95);k__Bacteria_unclassified(95);	k__Bacteria	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified
BacV5_Otu_001694	75	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Erythrobacteraceae(90);f__Erythrobacteraceae_unclassified(90);f__Erythrobacteraceae_unclassified(90);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	f__Erythrobacteraceae_unclassified	f__Erythrobacteraceae_unclassified
BacV5_Otu_001695	75	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Microbacteriaceae(100);g__Frigoribacterium(100);g__Frigoribacterium_unclassified(100);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	g__Frigoribacterium	g__Frigoribacterium_unclassified
BacV5_Otu_001696	75	k__Bacteria(100);p__Chloroflexi(100);c__S085(100);c__S085_unclassified(100);c__S085_unclassified(100);c__S085_unclassified(100);c__S085_unclassified(100);	k__Bacteria	p__Chloroflexi	c__S085	c__S085_unclassified	c__S085_unclassified	c__S085_unclassified	c__S085_unclassified
BacV5_Otu_001697	75	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Oxalobacteraceae(100);g__Massilia(100);g__Massilia_unclassified(80);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	g__Massilia_unclassified
BacV5_Otu_001699	75	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(100);g__Sphingomonas_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	g__Sphingomonas_unclassified
BacV5_Otu_001701	75	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Micrococcaceae(99);g__Arthrobacter(91);g__Arthrobacter_unclassified(91);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	g__Arthrobacter	g__Arthrobacter_unclassified
BacV5_Otu_001703	74	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(100);g__Sphingomonas_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	g__Sphingomonas_unclassified
BacV5_Otu_001704	74	k__Bacteria(100);p__Actinobacteria(100);c__Thermoleophilia(100);o__Gaiellales(100);f__Gaiellaceae(99);f__Gaiellaceae_unclassified(99);f__Gaiellaceae_unclassified(99);	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	f__Gaiellaceae_unclassified	f__Gaiellaceae_unclassified
BacV5_Otu_001705	74	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Oxalobacteraceae(100);f__Oxalobacteraceae_unclassified(100);f__Oxalobacteraceae_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	f__Oxalobacteraceae_unclassified	f__Oxalobacteraceae_unclassified
BacV5_Otu_001706	74	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Oxalobacteraceae(100);g__Massilia(80);g__Massilia_unclassified(71);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	g__Massilia_unclassified
BacV5_Otu_001707	74	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Nocardioidaceae(100);g__Nocardioides(98);g__Nocardioides_unclassified(96);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardioidaceae	g__Nocardioides	g__Nocardioides_unclassified
