Ftrad_Otu_	Size	Taxonomy	k	p	c	o	f	g	s
Ftrad_Otu_00524	179	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Sordariales(100);f__Lasiosphaeriaceae(100);f__Lasiosphaeriaceae_unclassified(100);f__Lasiosphaeriaceae_unclassified(100);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	f__Lasiosphaeriaceae_unclassified	f__Lasiosphaeriaceae_unclassified
Ftrad_Otu_00525	178	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Corticiales(100);f__Vuilleminiaceae(100);g__Vuilleminia(100);g__Vuilleminia_unclassified(100);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Corticiales	f__Vuilleminiaceae	g__Vuilleminia	g__Vuilleminia_unclassified
Ftrad_Otu_00526	177	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(100);g__Phaeosphaeriopsis(100);s__Phaeosphaeriopsis_sp(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Phaeosphaeriopsis	s__Phaeosphaeriopsis_sp
Ftrad_Otu_00527	177	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Mycosphaerellaceae(100);g__Ramularia(100);s__Ramularia_hydrangeae-macrophyllae(99);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae	g__Ramularia	s__Ramularia_hydrangeae-macrophyllae
Ftrad_Otu_00528	176	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Aspergillaceae(100);g__Aspergillus(100);s__Aspergillus_fumigatus(95);	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__Aspergillus_fumigatus
Ftrad_Otu_00529	176	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleribasidiaceae(100);g__Dioszegia(100);g__Dioszegia_unclassified(100);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Dioszegia	g__Dioszegia_unclassified
Ftrad_Otu_00530	175	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Torulaceae(100);g__Torula(100);s__Torula_sp(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Torulaceae	g__Torula	s__Torula_sp
Ftrad_Otu_00531	174	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Aspergillaceae(100);g__Aspergillus(100);s__Aspergillus_penicillioides(94);	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__Aspergillus_penicillioides
Ftrad_Otu_00532	172	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleraceae(77);g__Bullera(77);s__Bullera_crocea(77);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Bullera	s__Bullera_crocea
Ftrad_Otu_00533	172	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Mycosphaerellaceae(100);g__Ramularia(100);g__Ramularia_unclassified(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae	g__Ramularia	g__Ramularia_unclassified
Ftrad_Otu_00534	171	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(99);f__Herpotrichiellaceae(97);g__Exophiala(97);s__Exophiala_sp(97);	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	s__Exophiala_sp
Ftrad_Otu_00535	171	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);	k__Fungi	p__Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
Ftrad_Otu_00536	171	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleraceae(84);g__Bullera(84);s__Bullera_crocea(84);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Bullera	s__Bullera_crocea
Ftrad_Otu_00537	169	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Hyaloscyphaceae(100);g__Mollisina(100);s__Mollisina_uncinata(100);	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Mollisina	s__Mollisina_uncinata
Ftrad_Otu_00538	168	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Cladosporiaceae(100);g__Rachicladosporium(100);g__Rachicladosporium_unclassified(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Rachicladosporium	g__Rachicladosporium_unclassified
Ftrad_Otu_00539	168	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Pterulaceae(100);f__Pterulaceae_unclassified(80);f__Pterulaceae_unclassified(80);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Pterulaceae	f__Pterulaceae_unclassified	f__Pterulaceae_unclassified
Ftrad_Otu_00540	167	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);o__Tremellales_unclassified(100);o__Tremellales_unclassified(100);o__Tremellales_unclassified(100);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	o__Tremellales_unclassified	o__Tremellales_unclassified	o__Tremellales_unclassified
Ftrad_Otu_00541	167	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Tricholomataceae(100);g__Baeospora(100);s__Baeospora_myosura(100);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Baeospora	s__Baeospora_myosura
Ftrad_Otu_00542	166	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Tricholomataceae(100);g__Panellus(100);s__Panellus_mitis(100);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Panellus	s__Panellus_mitis
Ftrad_Otu_00544	166	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00547	164	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Cyphellophoraceae(100);g__Cyphellophora(100);s__Cyphellophora_sessilis(100);	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Cyphellophoraceae	g__Cyphellophora	s__Cyphellophora_sessilis
Ftrad_Otu_00548	163	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Bionectriaceae(100);g__Clonostachys(67);s__Clonostachys_rosea(62);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	g__Clonostachys	s__Clonostachys_rosea
Ftrad_Otu_00549	161	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Ilyonectria(100);s__Ilyonectria_rufa(97);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Ilyonectria	s__Ilyonectria_rufa
Ftrad_Otu_00550	161	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(97);f__Phaeosphaeriaceae_unclassified(51);f__Phaeosphaeriaceae_unclassified(51);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	f__Phaeosphaeriaceae_unclassified	f__Phaeosphaeriaceae_unclassified
Ftrad_Otu_00551	161	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Polyporales(100);f__Polyporaceae(81);g__Polyporus(81);s__Polyporus_lipsiensis(81);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Polyporaceae	g__Polyporus	s__Polyporus_lipsiensis
Ftrad_Otu_00553	160	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	o__Capnodiales_unclassified	o__Capnodiales_unclassified	o__Capnodiales_unclassified
Ftrad_Otu_00554	160	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(97);f__Phaeosphaeriaceae_unclassified(97);f__Phaeosphaeriaceae_unclassified(97);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	f__Phaeosphaeriaceae_unclassified	f__Phaeosphaeriaceae_unclassified
Ftrad_Otu_00555	159	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Montagnulaceae(100);g__unclassified_Montagnulaceae(100);s__Montagnulaceae_sp(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Montagnulaceae	g__unclassified_Montagnulaceae	s__Montagnulaceae_sp
Ftrad_Otu_00556	159	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Glomerellales(100);f__Plectosphaerellaceae(100);g__Lectera(100);g__Lectera_unclassified(100);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Lectera	g__Lectera_unclassified
Ftrad_Otu_00557	157	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Capnodiales_fam_Incertae_sedis(100);g__Arthrocatena(100);s__Arthrocatena_sp(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Capnodiales_fam_Incertae_sedis	g__Arthrocatena	s__Arthrocatena_sp
Ftrad_Otu_00558	157	k__Fungi(100);p__Mortierellomycota(100);c__Mortierellomycetes(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);s__Mortierella_elongatula(100);	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_elongatula
Ftrad_Otu_00559	157	k__Fungi(100);k__Fungi_unclassified(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00560	157	k__Fungi(100);p__Mortierellomycota(100);c__Mortierellomycetes(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);s__Mortierella_fatshederae(100);	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_fatshederae
Ftrad_Otu_00561	157	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Cladosporiaceae(100);g__Rachicladosporium(100);s__Rachicladosporium_luculiae(98);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Rachicladosporium	s__Rachicladosporium_luculiae
Ftrad_Otu_00562	156	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00563	156	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00564	156	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(100);g__Dematiopleospora(100);s__Dematiopleospora_sp(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Dematiopleospora	s__Dematiopleospora_sp
Ftrad_Otu_00565	156	k__Fungi(100);p__Mortierellomycota(100);c__Mortierellomycetes(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);s__Mortierella_hyalina(100);	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_hyalina
Ftrad_Otu_00566	155	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00567	155	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Coniothyriaceae(100);g__Coniothyrium(100);s__Coniothyrium_telephii(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Coniothyriaceae	g__Coniothyrium	s__Coniothyrium_telephii
Ftrad_Otu_00568	155	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypoceales(100);f__Catabotrydaceae(100);g__Botryosporium(100);s__Botryosporium_longibrachiatum(100);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypoceales	f__Catabotrydaceae	g__Botryosporium	s__Botryosporium_longibrachiatum
Ftrad_Otu_00569	154	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Hyaloscyphaceae(100);g__Cistella(100);s__Cistella_acuum(100);	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Cistella	s__Cistella_acuum
Ftrad_Otu_00570	154	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleribasidiaceae(100);g__Dioszegia(100);s__Dioszegia_hungarica(99);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Dioszegia	s__Dioszegia_hungarica
Ftrad_Otu_00571	154	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(97);c__Sordariomycetes_unclassified(97);c__Sordariomycetes_unclassified(97);c__Sordariomycetes_unclassified(97);c__Sordariomycetes_unclassified(97);	k__Fungi	p__Ascomycota	c__Sordariomycetes	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified
Ftrad_Otu_00572	154	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);o__Tremellales_unclassified(96);o__Tremellales_unclassified(96);o__Tremellales_unclassified(96);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	o__Tremellales_unclassified	o__Tremellales_unclassified	o__Tremellales_unclassified
Ftrad_Otu_00573	154	k__Rhizaria(98);p__Cercozoa(98);c__unclassified_Cercozoa(98);o__unclassified_Cercozoa(98);f__unclassified_Cercozoa(98);g__unclassified_Cercozoa(98);s__Cercozoa_sp(98);	k__Rhizaria	p__Cercozoa	c__unclassified_Cercozoa	o__unclassified_Cercozoa	f__unclassified_Cercozoa	g__unclassified_Cercozoa	s__Cercozoa_sp
Ftrad_Otu_00574	153	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleribasidiaceae(100);g__Dioszegia(100);g__Dioszegia_unclassified(71);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Dioszegia	g__Dioszegia_unclassified
Ftrad_Otu_00575	153	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Melanommataceae(100);f__Melanommataceae_unclassified(63);f__Melanommataceae_unclassified(63);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Melanommataceae	f__Melanommataceae_unclassified	f__Melanommataceae_unclassified
Ftrad_Otu_00576	153	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(100);g__Neosetophoma(100);g__Neosetophoma_unclassified(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Neosetophoma	g__Neosetophoma_unclassified
Ftrad_Otu_00577	153	k__Fungi(100);p__Mortierellomycota(100);c__Mortierellomycetes(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);s__Mortierella_bisporalis(100);	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_bisporalis
Ftrad_Otu_00578	151	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Hypocreales_fam_Incertae_sedis(100);g__Sarocladium(100);s__Sarocladium_summerbellii(100);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Sarocladium	s__Sarocladium_summerbellii
Ftrad_Otu_00579	151	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(100);f__Phaeosphaeriaceae_unclassified(100);f__Phaeosphaeriaceae_unclassified(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	f__Phaeosphaeriaceae_unclassified	f__Phaeosphaeriaceae_unclassified
Ftrad_Otu_00581	150	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Physalacriaceae(100);g__Flammulina(100);s__Flammulina_velutipes(95);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Physalacriaceae	g__Flammulina	s__Flammulina_velutipes
Ftrad_Otu_00582	150	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);o__Tremellales_unclassified(100);o__Tremellales_unclassified(100);o__Tremellales_unclassified(100);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	o__Tremellales_unclassified	o__Tremellales_unclassified	o__Tremellales_unclassified
Ftrad_Otu_00583	150	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiaceae(100);g__Hymenoscyphus(100);g__Hymenoscyphus_unclassified(70);	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Hymenoscyphus	g__Hymenoscyphus_unclassified
Ftrad_Otu_00584	149	k__Fungi(91);k__Fungi_unclassified(91);k__Fungi_unclassified(91);k__Fungi_unclassified(91);k__Fungi_unclassified(91);k__Fungi_unclassified(91);k__Fungi_unclassified(91);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00585	149	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Dermateaceae(100);g__Calloria(100);s__Calloria_urticae(100);	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	g__Calloria	s__Calloria_urticae
Ftrad_Otu_00586	148	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Cortinariaceae(100);g__Gymnopilus(100);s__Gymnopilus_penetrans(67);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Gymnopilus	s__Gymnopilus_penetrans
Ftrad_Otu_00587	148	k__Fungi(100);p__Basidiomycota(100);c__Cystobasidiomycetes(100);o__Cystobasidiales(100);f__Cystobasidiaceae(100);g__Cystobasidium(100);s__Cystobasidium_slooffiae(96);	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiales	f__Cystobasidiaceae	g__Cystobasidium	s__Cystobasidium_slooffiae
Ftrad_Otu_00590	147	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);o__Tremellales_unclassified(53);o__Tremellales_unclassified(53);o__Tremellales_unclassified(53);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	o__Tremellales_unclassified	o__Tremellales_unclassified	o__Tremellales_unclassified
Ftrad_Otu_00591	146	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(87);c__Sordariomycetes_unclassified(87);c__Sordariomycetes_unclassified(87);c__Sordariomycetes_unclassified(87);c__Sordariomycetes_unclassified(87);	k__Fungi	p__Ascomycota	c__Sordariomycetes	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified
Ftrad_Otu_00592	145	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);	k__Fungi	p__Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
Ftrad_Otu_00593	145	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00594	145	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Strophariaceae(100);g__Kuehneromyces(100);s__Kuehneromyces_mutabilis(80);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Kuehneromyces	s__Kuehneromyces_mutabilis
Ftrad_Otu_00595	145	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	o__Pleosporales_unclassified	o__Pleosporales_unclassified	o__Pleosporales_unclassified
Ftrad_Otu_00596	144	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00597	143	k__Fungi(98);k__Fungi_unclassified(98);k__Fungi_unclassified(98);k__Fungi_unclassified(98);k__Fungi_unclassified(98);k__Fungi_unclassified(98);k__Fungi_unclassified(98);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00598	143	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleraceae(99);g__Genolevuria(99);g__Genolevuria_unclassified(99);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Genolevuria	g__Genolevuria_unclassified
Ftrad_Otu_00599	143	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleribasidiaceae(100);g__Dioszegia(100);s__Dioszegia_rishiriensis(100);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Dioszegia	s__Dioszegia_rishiriensis
Ftrad_Otu_00600	143	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleraceae(77);g__Bullera(77);s__Bullera_crocea(77);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Bullera	s__Bullera_crocea
Ftrad_Otu_00601	143	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Nectria(100);s__Nectria_rubrococca(100);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Nectria	s__Nectria_rubrococca
Ftrad_Otu_00602	142	k__Fungi(100);p__Basidiomycota(100);c__Cystobasidiomycetes(100);o__Erythrobasidiales(100);f__Erythrobasidiaceae(100);g__Erythrobasidium(100);s__Erythrobasidium_elongatum(100);	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Erythrobasidiales	f__Erythrobasidiaceae	g__Erythrobasidium	s__Erythrobasidium_elongatum
Ftrad_Otu_00603	141	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Herpotrichiellaceae(100);f__Herpotrichiellaceae_unclassified(100);f__Herpotrichiellaceae_unclassified(100);	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	f__Herpotrichiellaceae_unclassified	f__Herpotrichiellaceae_unclassified
Ftrad_Otu_00604	141	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(71);f__Phaeosphaeriaceae_unclassified(71);f__Phaeosphaeriaceae_unclassified(71);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	f__Phaeosphaeriaceae_unclassified	f__Phaeosphaeriaceae_unclassified
Ftrad_Otu_00605	141	k__Fungi(98);k__Fungi_unclassified(98);k__Fungi_unclassified(98);k__Fungi_unclassified(98);k__Fungi_unclassified(98);k__Fungi_unclassified(98);k__Fungi_unclassified(98);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00606	140	k__Fungi(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
